epoch,train_loss,lambda_sym,val_rmse_x,val_rmse_y,val_rmse_z,ood_rmse_x,ood_rmse_y,ood_rmse_z
269,0.001360147949666358,0.1,0.01395471,0.016586158,0.042066786,5.562055,6.2408915,2.5591877
270,0.001359573689301331,0.1,0.013931962,0.016459085,0.04203303,5.5925736,6.2521443,2.5814745
271,0.0013314045130615481,0.096667,0.01413097,0.016504241,0.042201906,5.562757,6.218575,2.5838199
272,0.0013037102844697447,0.093333,0.013734826,0.016277233,0.041998174,5.5647235,6.239004,2.5754557
273,0.001279720410447902,0.09,0.013700078,0.016213698,0.041958123,5.5651326,6.250469,2.5836923
274,0.001257330622488203,0.086667,0.01366003,0.016196664,0.041811015,5.547368,6.2268147,2.5627544
275,0.001236196155122553,0.083333,0.0135297645,0.016124742,0.041849505,5.527208,6.216187,2.5552452
276,0.0012136260069942533,0.08,0.013501042,0.016034499,0.041755952,5.5503173,6.230351,2.5647318
277,0.0011893206955835174,0.076667,0.01348568,0.015897693,0.041716855,5.538253,6.2359276,2.5671701
278,0.0011663136791843825,0.073333,0.013348211,0.015833775,0.041741423,5.523332,6.232803,2.5383584
279,0.001141283728289776,0.07,0.013237184,0.015787192,0.04159107,5.534207,6.245094,2.5481699
